date,tweet,sentiment,saham
2026-01-06,"Nice closing $SUPA hampir aja jual gak tau nya untung ada trading balance nyangkut wkwk IHSG seru sehat, big bank $BMRI anjlok sendiri, PP universe yg ijo sendiri cuma $PTRO, $RAJA $RATU jadi raja ratu beneran hari ini",netral,bmri
2026-01-06,"Bebas 1 bulan cicilan* + cicilan 0% s.d. 24 bulan* pakai Mandiri Kartu Kredit untuk iPad Pro M5 di iBox, Erafone, dan Eraspace! Promo berlaku s.d. 11 Januari 2026. *Info: http://bmri.id/ipadprom5BankMandiriberizindandiawasiolehOtoritasJasaKeuangandanBankIndonesia.",netral,bmri
2026-01-06,Kisi-kisi Anyar Saham Bank Mandiri (BMRI) dan Prospek Kinerja 2026,positif,bmri
2026-01-06,yallah mudahkanlah yallah BMRI,netral,bmri
2026-01-06,"Nikmati berbagai keuntungan spesial dengan Mandiri Kartu Kredit Plus! Mulai dari Welcome bonus*, bebas iuran tahunan*, dan promo di beragam merchant pilihan*. *Info lengkap: http://bmri.id/pluscardBankMandiriBerizindanDiawasiolehOtoritasJasaKeuangandanBankIndonesia.",positif,bmri
2026-01-06,"INFO PENTING UNTUK TRADER WARAN TERSTRUKTUR! BMRI umumkan Dividen Tunai Rp 100/lembar saham Effective Date : Senin, 05 Januari 2025 Pastikan tetap update untuk memaksimalkan potensi cuan WT kamu! #fypage #fypシ #Trending #cuan #fypシviral",positif,bmri
2026-01-06,"Gw tambang +200%. Sialnya consumer goods -400%. Rokok, unvr, dll. Masih aman ada bpjs",positif,unvr
2026-01-06,$UNVR Persiapan buat earnings call,netral,unvr
2026-01-06,"Kpn unvr ke 40k lagi yaa, abis itu stocksplit lagi",netral,unvr
2026-01-06,Ada kah yg beli cbre di harga 1800 dan masih hold sampe skrng? Seperti melihat diriku yg beli unvr waktu 7kan,positif,unvr
2026-01-06,"Wah, tebakan saya sahamnya UNVR (PT Unilever Indonesia Tbk). Clue untung mungkin karena saham ini sering bikin investor untung lewat dividen stabil, dan dari chart, lagi breakout otw 3000. Cocok gak? Kalau salah, kasih clue tambahan yuk!",positif,unvr
2026-01-07,BRI (BBRI) Alihkan Kepemilikan Saham Seri B Milik Danantara,netral,bbri
2026-01-07,"#IHSG +0,84% ke 8.933,61 didorong big caps & sentimen global AMMN +10,71%, BBCA +1,24%, BBRI +1,38%. 10/11 sektor hijau, basic materials +3,35%. Top Picks: PADI, SRTG, MBMA, HOKI, DEWI #saham #StocksInFocus #bullish #Marketplace",positif,bbri
2026-01-07,Ah kan tapi kalo beli bbri yieldnya dikit kata mereka mereka,positif,bbri
2026-01-07,"Nahh iyaa gw juga mikirnya gt, BBCA, BBRI dah tinggal abis itu biarin jalan gt kan ya bang",negatif,bbri
2026-01-07,ihsg mau 9k tapi bbri tetap under 4k jir wkwk,positif,bbri
2026-01-07,Harta yang terdaftar aja 58M= asumsi ini rumah + mobil. Biasanya punya saham jg dengan nilai yang sama (minimal) krn orang kaya suka naruh ditempat yg liquid. Asumsi: dia punya saham di bbri atau bmri 50M. Dapat deviden kurleb 4M-an. Masih ngandalin gaji buat beli baju 16jt?,positif,bbri
2026-01-07,"iya, beli. masa jual, cik. bbri kemarin turun juga. aku ada rencana mau ihsg juga, tapi liat pasar dulu. newbie, kak",negatif,bbri
2026-01-07,"Kalo saham cuma 10% per tahun masukin emiten yg rutin bagi deviden tinggi kaya PTBA sama ITMG, kalau mau agak tenang ya BBRI/BMRI. Diatas deposito DY nya.",positif,bbri
2026-01-07,"iya, BBNI n BBRI",netral,bbri
2026-01-07,"BBRI 3rebuan kemurahan, BBCA 8rebuan kemahalan, mending BMRI 4rebuan jatohnye midrange",negatif,bbri
2026-01-07,"Karena postingan ini lagi rame banget. Mending kalian pilih reksadana pasar uang sama obligasi aja di bibit. JANGAN SAHAM. Kalau mau saham mending cari broker (stockbit, ajaib, sucor,etc) dan beliin aja big bank BBCA/BMRI/BBRI kalau males analisa dan tujuannya buat nabung doang.",negatif,bbri
2026-01-07,"Memasuki fase baru pasca peluncuran BRIVolution Reignite pada Juli 2025, BRI (BBRI) meyakini performa perusahaan akan melaju lebih kencang. Transformasi yang telah berjalan delapan bulan terakhir mulai menunjukkan hasil positif. PT Bank Rakyat Indonesia (Persero) Tbk (BBRI)",positif,bbri
2026-01-07,Danantara Alihkan 806 Juta Saham Seri B BRI (BBRI) ke BP BUMN,netral,bbri
2026-01-07,"IHSG TECHNICAL VIEW (07/01/26) IHSG kemarin ditutup naik 0.84%, disertai dengan net buy asing ~911 Miliar. Saham yang paling banyak dibeli asing adalah RAJA, BBCA, BBRI, PTRO, dan ANTM.",positif,bbri
2026-01-07,TOYOTA C-HR FİYAT 2.199.750 TLKM 25.000.MODEL 2024 #toyota #araba #otomobil #arabafiyatları #otopazarturu,netral,tlkm
2026-01-07,Simak selengkapnya: https://bloombergtechnoz.com/detail-news/95385/masuk-daftar-emiten-paling-menarik-saham-tlkm-bisa-naik-7-16,netral,tlkm
2026-01-07,"Berdasarkan analisis data pasar terkini (Januari 2026), IHSG naik didorong oleh sektor infrastruktur (+6,56%) dan komoditas seperti nikel yang melonjak, serta optimisme pasar secara keseluruhan. Sementara saham blue chip seperti BBCA dan TLKM stagnan karena sektor perbankan dan",positif,tlkm
2026-01-07,"Berdasarkan sumber terpercaya di X seperti cnbcindonesia & Bisniscom, rekap rekomendasi saham untuk besok (8 Jan 2026): - TLKM: Buy 3530-3560, target 3630-3670, stabil di telekom. - BYAN: Potensi naik dari January Effect & ekonomi positif. - DCII: Kontribusi data center, naik",positif,tlkm
2026-01-07,"IHSG naik di awal 2026 karena kenaikan harga logam mulia yang dorong saham pertambangan, sinyal teknikal positif, dan optimisme pasar regional. Saham blue chip seperti perbankan (misalnya BMRI naik tipis YTD 3.38%, TLKM turun hari ini) relatif stagnan karena sektor tersebut",positif,tlkm
2026-01-07,"PT Telkom Indonesia Tbk (TLKM) masuk daftar “50 Companies to Watch” Bloomberg Businessweek Global, seiring optimisme pasar terhadap pemulihan kinerja perseroan pada 2026 melalui strategi harga, bundling layanan, dan peningkatan konsumsi data.",positif,tlkm
2026-01-07,bangsat tlkm anjing jantung gue dah mo copot cok ngisi kuota trs kaya gbs for like 10 minutes,netral,tlkm
2026-01-07,Sp 8/1 : 1. Hope auto bcap wton totl wiim ggrm hmsp asii pzza msky jsmr excl tlkm elsa gtbo. 2. Mncn,netral,tlkm
2026-01-07,"Danantara Alihkan 516 Juta Saham (0,52%) Seri B TLKM keBP BUMN",netral,tlkm
2026-01-07,"Update Watchlist Saham Pribadi / Indeks Pribadi : Selasa, 06 Januari 2026 (Closing) I = UNTR. II = ANTM, AMRT, UNVR. III = BBCA, ASII, INKP, PTBA, TLKM.",positif,tlkm
2026-01-07,Nikmati penawaran spesial cicilan 0%* s.d. 12 bulan dan diskon s.d. 20%* dengan tukar Livin’poin pakai Mandiri Kartu Kredit/Debit di berbagai brand favorit! Berlaku s.d. 31 Desember 2026. *Info: http://bmri.id/MAPothersBankMandiriberizindandiawasiolehOtoritasJasa,positif,bmri
2026-01-07,Tancap Gas Borong Saham BMRI Awal 2026,positif,bmri
2026-01-07,"Bank Mandiri (BMRI) Alihkan 485,3 Juta Saham Seri B ke BP BUMN",netral,bmri
2026-01-07,Nikmati diskon hingga 50%* langsung lewat Livin’ Sukha di aplikasi Livin’ by Mandiri. Saatnya belanja makin praktis & penuhi kebutuhanmu! Berlaku 22 Desember 2025 – 31 Januari 2026. *Info lengkap: http://bmri.id/SukhaCNIBankMandiriberizindandiawasiolehOtoritasJasa,positif,bmri
2026-01-07,Kodenya mandiri BMRI,netral,bmri
2026-01-07,"Karena postingan ini lagi rame banget. Mending kalian pilih reksadana pasar uang sama obligasi aja di bibit. JANGAN SAHAM. Kalau mau saham mending cari broker (stockbit, ajaib, sucor,etc) dan beliin aja big bank BBCA/BMRI/BBRI kalau males analisa dan tujuannya buat nabung doang.",negatif,bmri
2026-01-07,Kisi-kisi Anyar Saham BMRI dan Prospek Kinerja 2026,positif,bmri
2026-01-07,"PT Unilever Indonesia Tbk (UNVR) mengumumkan kesepakatan divestasi bisnis teh bermerek SariWangi kepada perusahaan FMCG lokal PT Savoria Kreasi Rasa dengan nilai transaksi mencapai Rp1,5 triliun, sebagai bagian dari strategi penajaman portofolio bisnis perusahaan. Baca",positif,unvr
2026-01-07,Unilever Indonesia (UNVR) mengumumkan kesepakatan untuk mendivestasikan bisnis teh dengan merek Sariwangi kepada perusahaan Fast Moving Consumer Goods lokal PT Savoria Kreasi Rasa. Penjualan bisnis tersebut dilakukan melalui penandatanganan Perjanjian Pengalihan Bisnis atau,netral,unvr
2026-01-07,"Update Watchlist Saham Pribadi / Indeks Pribadi : Selasa, 06 Januari 2026 (Closing) I = UNTR. II = ANTM, AMRT, UNVR. III = BBCA, ASII, INKP, PTBA, TLKM.",positif,unvr
2026-01-07,"Lepas Teh Sariwangi, Saham Unilever (UNVR) Loyo ke Rp2.600",negatif,unvr
2026-01-07,"portofolio usaha, memperkuat fokus pada kategori dengan potensi pertumbuhan yang lebih tinggi, dan menciptakan nilai berkelanjutan jangka panjang. Sumber: IDX Channel #MNCSekuritas #MotionTrade #InvestasiLiteStyle #UNVR #DIVESTASI",positif,unvr
2026-01-07,"DIVESTASI UNVR Unilever Indonesia (UNVR) resmi mengumumkan kesepakatan divestasi bisnis teh legendaris SariWangi dengan nilai transaksi sekitar Rp1,5 triliun. Perjanjian bisnis ini ditandatangani pada 6 Januari 2026 dengan PT Savoria Kreasi Rasa,",negatif,unvr
2026-01-07,"curiga brand nya tap in soalnya di instagram jg pada promoin, mba2 minimarket jg posting. Aku si kekeuh boikot sekalian streak 3 taun ga consume unvr https://x.com/FFOODFESS/stat/FFOODFESS/status/2008474909249274253",netral,unvr
2026-01-07,Nggak lah harusnya kalau UNVR,netral,unvr
2026-01-07,"UNVR resmi lepas bisnis legendaris Teh Sariwangi senilai Rp1,5 triliun! Kenapa dilepas? Siapa pembelinya? Dan apa dampaknya ke saham UNVR? Baca selengkapnya di sini https://kabarbursa.com/market-hari-ini/unvr-lepas-bisnis-teh-sariwangi-senilai-rp15-triliun#UNVR#Sariwangi#SahamHariIni",negatif,unvr
2026-01-07,"Unilever (UNVR) Melepas Bisnis Teh Sariwangi Rp 1,5 Triliun http://investasi.kontan.co.id/news/unilever-unvr-melepas-bisnis-teh-sariwangi-rp-15-triliun#Emiten",netral,unvr
2026-01-07,"Unilever (UNVR) Jual Bisnis Teh Sariwangi Rp1,5 Triliun ke Grup Djarum",negatif,unvr
2026-01-07,"Kalau saham jangan dilupakan ya gaes, soalnyaa bisa turun. Blue chip aja bisa turun, ohooooK UNVR pada masanya",negatif,unvr
2026-01-07,"Unilever (UNVR) Lepas Sariwangi ke Grup Djarum, Transaksi Rp 1,5 T Kelar Maret 2026",negatif,unvr
2026-01-08,"UPDATE WATCHLIST SAHAM: $BBRI (Target @3 ,860) +1.62% $ADRO (Target @2 ,100) +11.94% + HIT TARGET $TINS -3.4% $AMMN sempat sentuh +5.30% tapi close -1.56% $DEWA -3.61% $SUPA -4.51% Market saat ini sedang volatile, dan sudah sempat gw kasik tau juga di internal kalo",positif,bbri
2026-01-08,"BBRI, BMRI, BBNI? IHSG udah nyentuh 9K Perbankan di situ-situ aja",netral,bbri
2026-01-08,"Update Watchlist Saham Pribadi / Indeks Pribadi : Kamis, 08 Januari 2026 (Closing) I = UNTR, AMRT. II = ASII, INKP, NISP. III = BBRI, TLKM, AKRA, JSMR, UNVE, BBKP.",positif,bbri
2026-01-08,"ak kaget kenapa tbtb punya saham goto, padahal ga beli. trs kaget jg kenapa saham bbri nambah. ternyata dikasih gratis",netral,bbri
2026-01-08,"Hai! Saya bukan penasihat keuangan, jadi ini bukan saran investasi. Berdasarkan analisis terkini dari sumber seperti BNI Sekuritas dan Ajaib (8 Jan 2026), saham potensial hari ini termasuk BMRI (target 4850-4870), INDY (target 2500), dan BBRI. Cek IHSG yang diprediksi menguat.",positif,bbri
2026-01-08,"gila, udh berapa kali nerima dividen semoga tahun ini modal nabungnya bisa lebih besar lg biar nerima profit dr perusahaan lebih gede lg kali ini gue bakal nge-hold bbri sampe selama mungkin sihhhh",positif,bbri
2026-01-08,"10% saham = bbri, bmri, bbni, bbtn 50% emas 40% reksadana pendapatan tetap dan tabungan n deposito",positif,bbri
2026-01-08,"IHSG Sesi I Menguat ke 8.984, Ditopang Laju AMMN & BBRI Cs",positif,bbri
2026-01-08,Bbri masih merah g tu? Ekwk,negatif,bbri
2026-01-08,"Masalahnya saham bluechip itu juga gorengan semua saham indo ya gorengan, cuma beda aja yg goreng 1 asing 1 bandar lokal. Logikanya siapa yg mau ngangkat 12Milyar lembar saham BBRI yang banjir di ritel?",negatif,bbri
2026-01-08,WKWK aku liat archived story 2021 BBRI masih 4000an skrg 3600-3700 anjir bukan uptrend malah down ini mah,netral,bbri
2026-01-08,"Wan wen wan wen, ss BBRI mu",netral,bbri
2026-01-08,"IHSG TECHNICAL VIEW (08/01/26) IHSG kemarin ditutup naik 0.13%, disertai dengan net buy asing ~230 Miliar. Saham yang paling banyak dibeli asing adalah ANTM, BBRI, INCO, ASII dan TINS.",positif,bbri
2026-01-08,IHSG 9000 tapi BBCA BBRI gitu-gitu aja,netral,bbri
2026-01-08,"Berdasarkan analisis terkini 8 Jan 2026 dari sumber seperti Ajaib Sekuritas dan MNC Sekuritas, saham potensial untuk trading hari ini: HEAL (accum buy, closing 1430, TP 1475, bullish reversal); AUTO (buy on weakness, 2770, TP 2800-2860, volume naik); ICBP (buy on weakness, 8050,",positif,icbp
2026-01-08,"Whats interesting is actually its narrative The transfer of 0.52% TLKM from Danantara to BP BUMN isnt leaving state ownership, but tidying up whos holding the steering wheel. But for investors reading the big map: this is a signal that the state is setting up the",positif,tlkm
2026-01-08,"Stock Picks 8 Januari 2026 TLKM Spec Buy dengan support 3470, cut loss jika break di bawah 3400. Jika tidak break di bawah 3470, potensi naik ke 3610-3680 short term. Disclaimer: http://bit.ly/disclaimer-cgsiid#cgsi#cgsid#stockpicks#sobatgenvest#akuinvestorsaham",netral,tlkm
2026-01-08,"Secara porsi cuma 0,52%, jadi kecil kemungkinan berdampak langsung ke harga TLKM. Lebih ke konsolidasi administratif. Dampak ke pasar baru terasa kalau nanti ada perubahan nyata di strategi atau tata kelola.",positif,tlkm
2026-01-08,https://jurnalpatrolinews.co.id/headline/danantara-tetap-pegang-kendali-telkom-dengan-5157-persen-hak-suara/JurnalPatroliNews–Jakarta–PTTelkomIndonesia(Persero)Tbk(TLKM)mengumumkanperubahanskemapengelolaansahammiliknegarasetelahkewenangantersebutkinidijalankanmelaluiBadanPengaturanBUMN(BPBUMN)bersamaPTDanantaraAsset,netral,tlkm
2026-01-08,"Update Watchlist Saham Pribadi / Indeks Pribadi : Kamis, 08 Januari 2026 (Closing) I = UNTR, AMRT. II = ASII, INKP, NISP. III = BBRI, TLKM, AKRA, JSMR, UNVE, BBKP.",positif,tlkm
2026-01-08,"Pasar biasanya bereaksi positif kalau ada kejelasan struktur organisasi. Penataan portofolio ini menghapus ketidakpastian soal siapa yang mengelola saham negara di TLKM. Meskipun secara teknis tidak mengubah jumlah saham yang beredar, langkah ini memberikan kepastian bahwa negara",positif,tlkm
2026-01-08,"Bukan jualan, tapi rapihin rak. Negara lagi konsolidasi aset strategis, sinyalnya jangka panjang, bukan reaksi sesaat. Soal TLKM > teknis di atas kertas, arah besar di bawah radar.",positif,tlkm
2026-01-08,TLKM Laporkan Perubahan Struktur Kepemilikan Saham,netral,tlkm
2026-01-08,"Danantara Indonesia has transferred 516 million Series B shares of PT Telkom Indonesia Tbk (TLKM), equivalent to 0.52% of ownership, to the State-Owned Enterprises Management Agency (BP BUMN). This move is part of the portfolio restructuring and strengthening of the ownership",positif,tlkm
2026-01-08,"JAKARTA - PT Bank Mandiri (Persero) Tbk (BMRI) melaporkan pengalihan sebanyak 485.333.332 saham atau setara 0,52% dari total saham yang telah ditempatkan dan disetor penuh. Baca selengkapnya: https://idnfinancials.com/id/news/60212/sebagian-saham-bmri-dialihkan-transaksi-hingga-rp60-67-miliar",netral,bmri
2026-01-08,"BBRI, BMRI, BBNI? IHSG udah nyentuh 9K Perbankan di situ-situ aja",netral,bmri
2026-01-08,"10% saham = bbri, bmri, bbni, bbtn 50% emas 40% reksadana pendapatan tetap dan tabungan n deposito",positif,bmri
2026-01-08,"Berikut saham-saham yang punya potensi naik (begger/gap up) besok 9 Januari 2026 ASII — Blue chip favorit asing, target Rp7.500–8.000. UNTR — Sektor komoditas, potensi rebound ke Rp30.000+. BMRI — Banking kuat, target Rp7.000–7.500.",positif,bmri
2026-01-08,Nikmati diskon s.d. 20%* + diskon s.d. 10%* tukar Livin’poin di Avenzel Hotel & Convention dengan transaksi pakai Mandiri Kartu Kredit/Debit! Berlaku hingga 6 Juli 2026. *info: http://bmri.id/avenzelBankMandiriberizindandiawasiolehOtoritasJasaKeuangandanBank,positif,bmri
2026-01-08,"Mandiri Tabungan Bisnis siap dukung kebutuhan bisnismu dengan pilihan valuta yang semakin lengkap, untuk transaksi bisnis yang lebih fleksibel dan efisien. *Info lengkap: http://bmri.id/mtbvalasbaruBankMandiriberizindandiawasiolehOtoritasJasaKeuangandanBankIndonesia,",positif,bmri
2026-01-08,Tukarkan Livin’poin* kamu di aplikasi Livin’ by Mandiri untuk donasi bencana di Sumatera yang disalurkan melalui Yayasan Mandiri Amal Insani. Periode hingga 15 Januari 2026. *Info lengkap: http://bmri.id/LPsumateraBankMandiriberizindandiawasiolehOtoritasJasaKeuangandan,netral,bmri
2026-01-08,Aktivasi Mandiri Debit Bisnis jadi makin dekat dan praktis! Kini kamu bisa melakukan penggantian kartu Mandiri Debit Bisnis langsung di Customer Service Machine (CSM) terpilih! Info lengkap dan lokasi pilihan: http://bmri.id/debitbisniscsmBankMandiriberizindandiawasi,netral,bmri
2026-01-08,Dapatkan Spesial Pertamax Series & Dex Series dengan bonus e-Coupon Rp35 ribu* & cashback Rp20 ribu* pakai Mandiri Kartu Kredit/Debit & QR Bayar Livin’ by Mandiri! Berlaku s.d. 28 Februari 2026. *Info lengkap: http://bmri.id/SPBUPertaminaBankMandiriberizindandiawasioleh,positif,bmri
2026-01-08,"Rabu (7/1) #IHSG +0,13% ke 8.944,81. Transaksi Rp36,89T | Volume 70,57B. Asing net buy Rp2,99T (reguler Rp2,18T). Top Net Sell Asing: BMRI 594M | BUMI 385M | AMMN 254M | DEWA 168M | BRMS 141M #saham #pasarsaham #StocksInFocus #Bullish #StockMarketUpdate",netral,bmri
2026-01-08,"Trading Idea 8 Januari 2026 BMRI Spec Buy dengan area beli di 4800-4810, cutloss di bawah 4760. Target dekat di 4850-4870. RAJA Spec Buy dengan area beli di 7300-7375, cutloss di bawah 7275. Target dekat di 7425-7525.",positif,bmri
2026-01-08,"Unilever Indonesia menjual bisnis teh SariWangi ke Grup Djarum melalui PT Savoria Kreasi Rasa senilai Rp1,5 triliun. Divestasi ini menjadi bagian dari strategi $UNVR untuk memfokuskan bisnis pada segmen inti dengan potensi pertumbuhan lebih tingg Source: IDN Financials",positif,unvr
2026-01-08,Recommendations & Target Stock Price for Unilever (UNVR) After Selling Sariwangi Tea to Djarum Group,netral,unvr
2026-01-08,"Setelah margarin dan es krim, kini Sariwangi resmi dilepas. Langkah ini jadi bagian strategi fokus ke core business, efisiensi operasional, dan upaya memaksimalkan nilai bagi pemegang saham. Menurut True Friend, apakah strategi ini tepat untuk UNVR? PT Korea Investment And",positif,unvr
2026-01-08,"$UNVR semenjak dipegang CEO baru dari Filipina, sepertinya memang bener-bener mau rampingin bisnis jadi lebih efisien. Good move actually.",positif,unvr
2026-01-08,"Selain itu, ada beberapa proses akuisisi yang lagi ditunggu lainnya dari $MEJA , $BABY , hingga $RAJA Serta kejutan dari $UNVR yang jual bisnis sariwangi ke Djarum",netral,unvr
2026-01-08,"IHSG Menguat Tipis, UNVR Lepas Sariwangi dan DEWA Buyback Saham",netral,unvr
2026-01-08,Grup Djarum Ungkap Alasan Caplok Sariwangi dari Unilever (UNVR),positif,unvr
2026-01-08,nitip ADHI sama UNVR pak wkwk siapa tau ada info..,netral,unvr
2026-01-08,"JAKARTA – PT Unilever Indonesia Tbk (UNVR) telah menandatangani kesepakatan untuk menjual bisnis teh SariWangi, dengan nilai transaksi sebesar Rp1,5 triliun. Baca selengkapnya: https://idnfinancials.com/id/news/60185/unilever-jual-bisnis-teh-sariwangi-ke-grup-djarum-rp1-5-triliun",netral,unvr
2026-01-08,"UNVR melepas bisnis teh Sariwangi kepada PT Savoria Kreasi Rasa. Nilai transaksi penjualan Rp 1,5 triliun: Kontan",netral,unvr
2026-01-08,Kan produk lipton sudah lama bukan milik unvr ya,netral,unvr
2026-01-08,"oh iya, tadi hasil diskusi di klinik @kr39__ , ternyata UNVR ga cuma ngelepas “Teh Sariwangi” aja ke Djarum, mrka lepas “Es krim Walls” ke PT. The Magnum Ice Cream Indonesia. hal ini MUNGKIN bs jd katalis positif untuk UNVR secara revenue dari kedua brand tersebut krg memuaskan.",positif,unvr
2026-01-08,"malam temen-temen $UNVR masuk watchlist swing saya stoch crossing up dari oversold area, ada uang segar masuk ke perusahaan, AK & RX accumulation, price masih above all EMA, fib juga masih oke Entry : 2720-2770 TP : 3150 SL : 2580 ini catatan pribadi, bukan ajakan jual/beli!",positif,unvr
2026-01-08,UNVR juga melepas “Teh Sariwangi” ke group Djarum seharga kurang lebih Rp.1.5T,negatif,unvr
2026-01-08,"ada dua berita yang cukup menarik buat saya https://x.com/RetailWaras/status/2009180832460886325?s=20https://x.com/RetailWaras/status/2009073884944031987?s=20duaberitainitentangpenjualanbrandWallsdanSariwangi,halinimenambahuangsegarbagiperusahaan.sayacumaberharapuangnyabisadipakesebaikmungkinsihsamaUNVRhehehe",positif,unvr
